filename,label
20160712T152506.npy,0
20121205T140318.npy,0
20111006T130519.npy,0
20121107T101238.npy,0
20141110T104729.npy,0
20130924T115413.npy,0
20140925T180953.npy,0
20160331T100329.npy,0
20100130T001332.npy,0
20150924T174619.npy,0
20140424T114753.npy,0
20141015T082806.npy,0
20140507T161143.npy,0
20141127T125330.npy,0
20160625T094957.npy,0
20130507T122909.npy,0
20140908T141817.npy,0
20150824T093306.npy,0
20100824T164805.npy,0
20160506T082521.npy,0
20140321T102945.npy,0
20150423T130549.npy,0
20151001T163320.npy,0
20110614T120056.npy,0
20140407T123009.npy,0
20140502T102703.npy,0
20110525T141002.npy,0
20141106T182907.npy,0
20151125T083738.npy,0
20140505T143806.npy,0
20100721T144606.npy,0
20120808T120743.npy,0
20140701T135812.npy,0
20160711T074731.npy,0
20150119T121446.npy,0
20140610T165940.npy,0
20140822T091142.npy,0
20140509T070651.npy,0
20140826T153159.npy,0
20110204T134750.npy,0
20130507T101748.npy,0
20140213T095332.npy,0
20140610T145407.npy,0
20140821T144423.npy,0
20100414T150414.npy,0
20111005T135812.npy,0
20120705T100952.npy,0
20131107T120055.npy,0
20150804T144820.npy,0
20160318T105251.npy,0
20160610T082651.npy,0
20141017T073247.npy,0
20130806T135833.npy,0
20110211T111845.npy,0
20140822T090244.npy,0
20130417T100009.npy,0
20100126T134455.npy,0
20140610T144354.npy,0
20140425T141056.npy,0
20120201T140906.npy,0
20130716T120453.npy,0
20110623T000000.npy,0
20120209T152227.npy,0
20140520T142822.npy,0
20140724T131630.npy,0
20121212T120832.npy,0
20110304T112948.npy,0
20150601T103754.npy,0
20110222T035409.npy,0
20140925T170931.npy,0
20140710T122731.npy,0
20160301T104445.npy,0
20140422T152856.npy,0
20110923T120752.npy,0
20150624T122619.npy,0
20140827T083313.npy,0
20110726T120613.npy,0
20160414T155914.npy,0
20130926T194003.npy,0
20090720T194329.npy,0
20141020T091721.npy,0
20110209T125643.npy,0
20160705T172906.npy,0
20140319T174655.npy,0
20140711T132738.npy,0
20130307T121445.npy,0
20121009T122727.npy,0
20130514T122110.npy,0
20141008T143405.npy,0
20130424T100337.npy,0
20150415T142058.npy,0
20120508T105413.npy,0
20150330T121659.npy,0
20140610T143453.npy,0
20140627T075505.npy,0
20140808T133934.npy,0
20150122T130620.npy,0
20140811T113558.npy,0
20160412T152735.npy,0
20110418T115212.npy,0
20150818T132547.npy,0
20110126T053405.npy,0
20120605T123432.npy,0
20110511T125737.npy,0
20141007T122631.npy,0
20110531T161051.npy,0
20090623T202557.npy,0
20100219T125136.npy,0
20150121T123243.npy,0
20150114T081238.npy,0
20110413T141040.npy,0
20140502T104045.npy,0
20110616T114739.npy,0
20140606T073523.npy,0
20150529T152639.npy,0
20110331T120427.npy,0
20121017T141819.npy,0
20130619T121352.npy,0
20100202T111940.npy,0
20120912T122218.npy,0
20110126T125910.npy,0
20120809T121851.npy,0
20120314T144959.npy,0
20100922T141634.npy,0
20110315T121224.npy,0
20121114T141940.npy,0
20110303T120402.npy,0
20110628T161205.npy,0
20120613T100331.npy,0
20140908T142642.npy,0
20140623T122628.npy,0
20140923T100222.npy,0
20150204T090902.npy,0
20100428T134048.npy,0
20160425T111718.npy,0
20150528T132552.npy,0
20120125T135750.npy,0
20160323T074829.npy,0
20130619T101217.npy,0
20141124T162441.npy,0
20120524T140348.npy,0
20140627T074843.npy,0
20140506T122120.npy,0
20140701T135459.npy,0
20110209T104505.npy,0
20140923T093134.npy,0
20111019T140906.npy,0
20150612T071711.npy,0
20140509T091223.npy,0
20150828T101809.npy,0
20110622T120438.npy,0
20150526T114627.npy,0
20141007T114420.npy,0
20140610T142959.npy,0
20150916T071325.npy,0
20120516T160209.npy,0
20150115T112404.npy,0
20140911T155034.npy,0
20110127T013246.npy,0
20091026T154218.npy,0
20151015T110523.npy,0
20150903T120650.npy,0
20110308T162337.npy,0
